Date,SXXP Index,SX5E Index,MCXP Index
1/8/2025,513.67,4996.39,532.39
1/9/2025,515.84,5017.91,532.71
1/10/2025,511.5,4977.26,527.65
1/13/2025,508.68,4954.21,525.38
1/14/2025,508.28,4980.47,525.69
1/15/2025,515.02,5032.31,535.46
1/16/2025,520.05,5106.93,538.03
1/17/2025,523.62,5148.3,542.85
1/20/2025,523.87,5164.44,543.58
1/21/2025,525.98,5165.96,545.52
1/22/2025,528.04,5205.83,545.82
1/23/2025,530.34,5217.5,548.02
1/24/2025,530.07,5219.37,547.94
1/27/2025,529.69,5188.45,547.89
1/28/2025,531.6,5195.71,551.75
1/29/2025,534.26,5230.66,553.71
1/30/2025,538.84,5282.21,559.27
1/31/2025,539.53,5286.87,559.04
2/3/2025,534.85,5217.91,554.5
2/4/2025,536.04,5264.59,555.85
2/5/2025,538.56,5271.12,557.91
2/6/2025,544.84,5356.63,563.68
2/7/2025,542.75,5325.4,560.34
2/10/2025,545.92,5358.3,563.89
2/11/2025,547.18,5390.91,563.92
2/12/2025,547.78,5405.65,564.92
2/13/2025,553.75,5500.5,571.36
2/14/2025,552.41,5493.4,570.61
2/17/2025,555.42,5519.83,574.05
2/18/2025,557.17,5533.84,575.65
2/19/2025,552.1,5461.17,569.14
2/20/2025,551.01,5461.03,568.04
2/21/2025,553.85,5474.85,569.54
2/24/2025,553.39,5453.76,570.54
2/25/2025,554.2,5447.9,570.99
2/26/2025,559.67,5527.99,577.14
2/27/2025,557.11,5472.56,573.5
2/28/2025,557.19,5463.54,573.16
